"Q17_Age","Q19_Sex","Q20_EduLevel","Q21_EduType","Q22_WorkExperience","Q32_CurrentSituation","Q29_Prof_Knowledge","Q30_Involvement","Q2023_Country_Residence","Q2023_Country_Origin","Q16_Device_Owned","Q2_Device_In_Mind","Q3_Positive_About_Device","Q3_Feel_Victimized","Q3_Device_Runs_Independently","Q3_Device_Cannot_Initiate_Actions","Q3_Me_The_User_In_Control","Q3_Device_Forces_Process_On_Me","Q3_Device_Cannot_Change_Task","Q3_Device_Has_Own_Intelligence","Q4_Understand_How_Device_Works","Q4_Not_Ideal_Use","Q4_Device_Active_Participant","Q4_Device_Dependent_On_Me","Q4_Freely_Choose_Tasks","Q4_Cannot_Achieve_Things_I_Want","Q4_Device_Handles_Better_Certain_Things","Q4_Device_Not_Helpful","Q5_Enjoy_Device","Q5_Negative_Feelings_Towards_Device","Q5_Miss_Device","Q5_Device_Pleasurable","Q6_Device_Has_Own_Personality","Q6_Device_Supports_Like_Friend","Q6_Consider_Naming_Device","Q7_Device_Part_Of_Myself","Q7_Dont_Like_Others_Use_My_Device","Q7_Feel_Incomplete_Without_Device","Q8_Device_Useful_For_My_Goals","Q8_Device_Better_Than_NonSmart_Equivalent","Q8_Function_Aspect_Most_Important","Q9_Device_Important_Part_Lifestyle","Q9_Device_Helps_Me_Larger_Community","Q9_Device_Helps_Me_Social_Relations","Q10_Saves_Me_Time","Q10_Saves_Me_Money","Q10_Price_Most_Important_Factor"
5,1,3,7,3,1,1,1,163,163,1,"Suunto 9 baro","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,7,7,1,1,2,122,122,5,NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,7,7,3,1,2,128,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,4,7,5,1,1,1,168,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,4,7,7,1,1,2,168,168,8,"Chromecast","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,5,7,4,1,1,1,187,187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,4,2,4,1,1,1,61,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,5,7,2,1,1,2,35,82,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2,5,7,7,2,1,2,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,1,7,3,2,2,161,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,3,2,7,2,1,1,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,7,4,1,1,1,163,163,1,"Mii","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,5,7,2,1,1,1,122,84,7,"Amazon Alexa","Strongly Agree","Somewhat Disagree","Neutral","Strongly Disagree","Somewhat Disagree","Neutral","Strongly Disagree","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,7,3,1,1,2,60,67,4,NA,"Strongly Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,4,1,2,1,1,1,36,36,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,4,1,7,1,1,2,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,5,7,3,1,1,1,168,84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,5,8,4,1,1,2,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,5,8,7,1,1,2,142,142,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,7,4,1,1,2,17,17,3,"Nest Learning Thermostat","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,4,7,5,1,2,2,137,137,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,7,2,1,1,1,130,130,5,NA,"Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,3,7,9,1,2,1,122,186,7,"Cortana (herman/kardon) and Google Assistant (JBL link)","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree"
11,1,5,8,7,3,1,2,187,187,7,"Alexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,4,7,7,1,1,2,163,163,7,"Siri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,5,7,7,1,1,2,163,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,2,7,3,1,1,2,122,78,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3,8,2,1,2,2,122,61,9,"tablet apple","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Neutral","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree"
10,1,5,7,7,1,1,2,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,4,7,4,1,1,1,65,65,7,"Amazon's Alexa (Echo & Co.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,5,7,5,1,1,2,163,163,1,"Garmin Forerunner 235","Strongly Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Neutral","Strongly Agree","Somewhat Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2,8,2,1,1,1,186,186,9,"Mobile phone. Iphone.","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree"
6,1,5,7,4,1,1,2,185,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,4,11,7,1,1,2,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,5,7,7,1,1,1,84,84,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2,7,2,1,1,2,89,89,8,"Sony Android TV","Strongly Agree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree"
5,4,4,7,4,1,1,1,168,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,5,7,6,1,1,1,187,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,4,7,1,1,1,2,84,84,8,NA,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,NA,NA,NA
7,1,5,7,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,7,7,9,4,1,2,78,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,5,7,4,1,1,1,67,67,9,NA,"Strongly Agree","Somewhat Disagree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree"
3,1,2,7,9,4,2,1,580,580,9,"Samsung smartphone A1","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree"
4,1,4,7,2,1,1,1,84,84,1,NA,"Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,3,11,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,7,11,2,1,1,1,14,14,8,"Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,4,8,7,3,1,1,31,179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,7,7,9,4,1,2,3,3,2,"baker (Moulinex)","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,7,7,9,4,1,1,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,1,7,3,2,2,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,7,5,1,1,2,187,187,1,"Fitbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,7,6,1,1,1,48,65,8,"There is a serious flaw in your survey: You cannot chose more than one smart device",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,4,7,4,1,2,2,187,185,8,NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,3,11,4,1,1,2,84,84,7,"Amazon Alexa","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree"
8,1,4,6,7,2,1,1,1357,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,7,7,1,1,2,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,3,8,6,1,2,2,1357,1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,5,7,6,1,1,2,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,7,5,1,1,1,163,163,8,"TV SAMSUNG","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Strongly Agree","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Somewhat Disagree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree"
7,1,4,7,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,5,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,3,11,7,3,1,2,78,78,1,"Fitbit smartwatch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,7,4,1,1,2,163,163,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,2,11,3,1,1,1,84,84,5,"Pic Easy Rapid 3 (blood pressure)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2,4,1,7,2,1,1,187,187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,11,7,2,1,1,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,5,8,7,1,1,2,187,9,7,"Apple airplay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,5,8,6,1,2,1,31,31,3,"electrical plugs/switches","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,4,7,5,1,1,1,82,67,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,7,6,1,1,1,84,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,4,2,7,3,1,2,185,185,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,7,5,1,1,1,61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,5,6,7,1,2,2,137,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,8,3,1,1,1,24,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,7,7,1,1,1,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5,7,4,1,1,2,48,65,4,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA
